query_id,dataset_source,category,difficulty,query_text,answer_preview,is_correct,confidence_score,response_time_seconds,total_tokens,prompt_tokens,completion_tokens,num_retrieved,precision,recall,f1_score,confident_wrong,model_name,system_name,scored_at
old_11,OLD,General,,Siapa penanggung jawab layanan DPMPTSP di daerah?,"Maaf, waktu pencarian telah habis untuk pertanyaan ""Siapa penanggung jawab...",,0.5,24.661936044692993,0,0,0,,,,,,unknown,,
new_140,NEW,Procedure,,Bagaimana prosedur perubahan skala usaha di sistem OSS?,Prosedur perubahan skala usaha di sistem OSS untuk pelaku usaha di Jawa...,,0.6,21.146644592285156,0,0,0,,0.0,0.0,,,unknown,,
new_228,NEW,Technical,,Bisakah satu NIK memiliki lebih dari satu akun OSS?,"Menurut kebijakan yang berlaku di DPMPTSP Jawa Tengah, satu Nomor Induk...",,0.81,17.865655422210693,0,0,0,,0.0,0.0,,,unknown,,
old_22,OLD,General,,Apa akibat jika KBLI tidak sesuai?,Jika KBLI (Klasifikasi Baku Lapangan Usaha Indonesia) yang digunakan dalam...,,0.68,18.02589225769043,0,0,0,,0.0,0.0,,,unknown,,
old_90,OLD,NIB,,Sanksi bagi usaha tanpa NIB.,"**Sanksi bagi Usaha Tanpa NIB di Jawa Tengah**  Di Jawa Tengah, usaha yang...",,0.69,27.55002450942993,0,0,0,,0.0,0.0,,,unknown,,
new_23,NEW,Procedure,,Apa proses perizinan berusaha selanjutnya setelah mendapat NIB?,"Maaf, waktu pencarian telah habis untuk pertanyaan ""Apa proses perizinan...",,0.5,23.408079624176025,0,0,0,,,,,,unknown,,
new_290,NEW,Technical,,Kenapa Kolom Perubahan Nilai Total Akumulasi LKPM Berwarna Abu-abu?,Kolom Perubahan Nilai Total Akumulasi LKPM berwarna abu-abu pada sistem...,,0.79,16.598470449447632,0,0,0,,0.0,0.0,,,unknown,,
new_97,NEW,NIB,,"Bagaimana cara mengunduh cetakan PKKPR, persetujuan RKL-RPL, dan izin dari dashboard NIB?","Maaf, waktu pencarian telah habis untuk pertanyaan ""Bagaimana cara mengunduh...",,0.5,23.240710020065308,0,0,0,,,,,,unknown,,
new_236,NEW,Technical,,Apa yang terjadi jika tidak melakukan pemenuhan persyaratan dalam 90 hari?,Jika pelaku usaha tidak melakukan pemenuhan persyaratan dalam waktu 90 hari...,,0.78,13.746447086334229,0,0,0,,0.0,0.0,,,unknown,,
new_83,NEW,Procedure,,Bagaimana prosedur: pelaporan badan usaha jasa konstruksi asing (bujka)?,Berikut adalah prosedur lengkap untuk melaporkan Badan Usaha Jasa Konstruksi...,,0.61,22.549608945846558,0,0,0,,0.0,0.0,,,unknown,,
old_136,OLD,Procedure,,"Saya salah memasukkan data NPWP saat daftar, bagaimana cara memperbaikinya?",Jika Anda telah salah memasukkan data NPWP saat mendaftar di DPMPTSP Jawa...,,0.75,11.804445266723633,0,0,0,,0.0,0.0,,,unknown,,
old_372,OLD,General,,Apakah DPMPTSP menyediakan layanan terjemahan dokumen untuk investor asing?,DPMPTSP Jawa Tengah tidak secara langsung menyediakan layanan terjemahan...,,0.74,11.600348234176636,0,0,0,,0.0,0.0,,,unknown,,
old_336,OLD,Technical,,Saya ingin tahu update regulasi terbaru tentang OSS.,"Maaf, waktu pencarian telah habis untuk pertanyaan ""Saya ingin tahu update...",,0.5,23.743925094604492,0,0,0,,,,,,unknown,,
old_225,OLD,Licensing,,Apa keuntungan mengurus izin di MPP?,"Maaf, waktu pencarian telah habis untuk pertanyaan ""Apa keuntungan mengurus...",,0.5,31.17026376724243,0,0,0,,,,,,unknown,,
new_165,NEW,Technical,,Adakah Dasar Hukum yang Melarang Perusahaan dengan KBLI Industri Memiliki KBLI Perdagangan Besar?,Berdasarkan informasi yang tersedia dari konteks dokumen pemerintah Jawa...,,0.87,12.886089563369751,0,0,0,,0.0,0.0,,,unknown,,
old_326,OLD,Procedure,,Bagaimana OSS mendukung UMKM digital?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.63,14.55931830406189,0,0,0,,0.0,0.0,,,unknown,,
old_229,OLD,Procedure,,Bagaimana cara mendaftar untuk ikut sosialisasi dari DPMPTSP?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.72,7.654072523117065,0,0,0,,0.0,0.0,,,unknown,,
old_119,OLD,General,,Apa itu Laporan Kegiatan Penanaman Modal (LKPM)?,Laporan Kegiatan Penanaman Modal (LKPM) adalah salah satu laporan wajib yang...,,0.69,17.632465600967407,0,0,0,,0.0,0.0,,,unknown,,
old_26,OLD,General,,Bisa minta review dokumen di DPMPTSP?,"Untuk review dokumen di DPMPTSP Jawa Tengah, Anda dapat mengikuti...",,0.71,10.816754817962646,0,0,0,,0.0,0.0,,,unknown,,
new_19,NEW,Procedure,,Bagaimana prosedur: panduan penambahan kbli?,"Untuk menambahkan Kode Bidang Usaha (KBLI) pada DPMPTSP Jawa Tengah, Anda...",,0.5,29.996007442474365,0,0,0,,,,,,unknown,,
old_281,OLD,Procedure,,Bagaimana DPMPTSP memastikan tidak ada kebocoran data pelaku usaha?,"Untuk memastikan tidak ada kebocoran data pelaku usaha, DPMPTSP Jawa Tengah...",,0.75,10.35807728767395,0,0,0,,0.0,0.0,,,unknown,,
old_260,OLD,Procedure,,Bagaimana cara mengurus Izin Pengelolaan Limbah B3?,"Untuk mengurus Izin Pengelolaan Limbah B3 di Jawa Tengah, Anda dapat...",,0.5,31.559656381607056,0,0,0,,,,,,unknown,,
old_67,OLD,Licensing,,Syarat izin pendirian yayasan?,"Maaf, waktu pencarian telah habis untuk pertanyaan ""Syarat izin pendirian...",,0.5,22.937493801116943,0,0,0,,,,,,unknown,,
old_216,OLD,Support,,Apakah DPMPTSP menyediakan layanan konsultasi tatap muka?,"Ya, DPMPTSP Jawa Tengah menyediakan layanan konsultasi tatap muka sebagai...",,0.73,7.500028610229492,0,0,0,,0.0,0.0,,,unknown,,
new_201,NEW,Technical,,Bisakah SBU yang Sudah Terbit Digunakan untuk Pemenuhan Persyaratan di KBLI yang Berbeda?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.75,6.9479241371154785,0,0,0,,0.0,0.0,,,unknown,,
new_99,NEW,Procedure,,Bagaimana melanjutkan proses permohonan yang tertunda di OSS?,Untuk melanjutkan proses permohonan yang tertunda di OSS (Online Single...,,0.64,19.33881139755249,0,0,0,,0.0,0.0,,,unknown,,
new_98,NEW,Procedure,,Bagaimana cara mengunduh dan mencetak produk perizinan berusaha UMKU?,Untuk mengunduh dan mencetak produk perizinan berusaha UMKU (Surat Tanda...,,0.63,19.082905769348145,0,0,0,,0.0,0.0,,,unknown,,
old_166,OLD,NIB,,Apakah IUMK sama dengan NIB?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.64,14.306424140930176,0,0,0,,0.0,0.0,,,unknown,,
new_11,NEW,Procedure,,Bagaimana prosedur: pemrosesan persetujuan izin oleh administrator kek dan badan pengusahaan kpbpb?,Prosedur pemrosesan persetujuan izin oleh administrator kek (Kantor...,,0.66,21.41234517097473,0,0,0,,0.0,0.0,,,unknown,,
