query_id,dataset_source,category,difficulty,query_text,answer_preview,is_correct,confidence_score,response_time_seconds,total_tokens,prompt_tokens,completion_tokens,num_retrieved,precision,recall,f1_score,confident_wrong,model_name,system_name,scored_at
new_290,NEW,Technical,,Kenapa Kolom Perubahan Nilai Total Akumulasi LKPM Berwarna Abu-abu?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.79,4.891819000244141,0,0,0,,0.0,0.0,,,unknown,,
new_97,NEW,NIB,,"Bagaimana cara mengunduh cetakan PKKPR, persetujuan RKL-RPL, dan izin dari dashboard NIB?","**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,11.212132453918457,0,0,0,,,,,,unknown,,
new_236,NEW,Technical,,Apa yang terjadi jika tidak melakukan pemenuhan persyaratan dalam 90 hari?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.78,4.973289251327515,0,0,0,,0.0,0.0,,,unknown,,
new_83,NEW,Procedure,,Bagaimana prosedur: pelaporan badan usaha jasa konstruksi asing (bujka)?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.61,8.343149423599243,0,0,0,,0.0,0.0,,,unknown,,
old_136,OLD,Procedure,,"Saya salah memasukkan data NPWP saat daftar, bagaimana cara memperbaikinya?","**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.75,4.893851280212402,0,0,0,,0.0,0.0,,,unknown,,
old_372,OLD,General,,Apakah DPMPTSP menyediakan layanan terjemahan dokumen untuk investor asing?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.74,5.103896617889404,0,0,0,,0.0,0.0,,,unknown,,
old_336,OLD,Technical,,Saya ingin tahu update regulasi terbaru tentang OSS.,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.697235584259033,0,0,0,,,,,,unknown,,
old_225,OLD,Licensing,,Apa keuntungan mengurus izin di MPP?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,13.535914659500122,0,0,0,,,,,,unknown,,
new_165,NEW,Technical,,Adakah Dasar Hukum yang Melarang Perusahaan dengan KBLI Industri Memiliki KBLI Perdagangan Besar?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.87,4.712738513946533,0,0,0,,0.0,0.0,,,unknown,,
old_326,OLD,Procedure,,Bagaimana OSS mendukung UMKM digital?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.63,7.6813273429870605,0,0,0,,0.0,0.0,,,unknown,,
old_229,OLD,Procedure,,Bagaimana cara mendaftar untuk ikut sosialisasi dari DPMPTSP?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.72,4.917867660522461,0,0,0,,0.0,0.0,,,unknown,,
old_85,OLD,Procedure,,Prosedur izin usaha kesehatan.,**Informasi SIUP dan TDP untuk Usaha Retail**  Untuk membuka toko retail...,,0.5,11.209975957870483,0,0,0,,,,,,unknown,,
old_119,OLD,General,,Apa itu Laporan Kegiatan Penanaman Modal (LKPM)?,**Informasi Investasi dan Penanaman Modal**  DPMPTSP Jawa Tengah melayani...,,0.69,8.420796632766724,0,0,0,,0.0,0.0,,,unknown,,
old_26,OLD,General,,Bisa minta review dokumen di DPMPTSP?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.71,5.264892816543579,0,0,0,,0.0,0.0,,,unknown,,
new_114,NEW,Procedure,,Bagaimana prosedur merger untuk lebih dari satu perusahaan di sistem OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,11.531863927841187,0,0,0,,,,,,unknown,,
new_19,NEW,Procedure,,Bagaimana prosedur: panduan penambahan kbli?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,11.069580554962158,0,0,0,,,,,,unknown,,
old_281,OLD,Procedure,,Bagaimana DPMPTSP memastikan tidak ada kebocoran data pelaku usaha?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.75,5.307832479476929,0,0,0,,0.0,0.0,,,unknown,,
old_260,OLD,Procedure,,Bagaimana cara mengurus Izin Pengelolaan Limbah B3?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.334457874298096,0,0,0,,,,,,unknown,,
old_67,OLD,Licensing,,Syarat izin pendirian yayasan?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,11.071660995483398,0,0,0,,,,,,unknown,,
old_216,OLD,Support,,Apakah DPMPTSP menyediakan layanan konsultasi tatap muka?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.73,4.983211278915405,0,0,0,,0.0,0.0,,,unknown,,
new_201,NEW,Technical,,Bisakah SBU yang Sudah Terbit Digunakan untuk Pemenuhan Persyaratan di KBLI yang Berbeda?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.75,4.694249629974365,0,0,0,,0.0,0.0,,,unknown,,
new_99,NEW,Procedure,,Bagaimana melanjutkan proses permohonan yang tertunda di OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.64,8.175917387008667,0,0,0,,0.0,0.0,,,unknown,,
new_98,NEW,Procedure,,Bagaimana cara mengunduh dan mencetak produk perizinan berusaha UMKU?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.63,7.889695405960083,0,0,0,,0.0,0.0,,,unknown,,
old_166,OLD,NIB,,Apakah IUMK sama dengan NIB?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.64,7.216625213623047,0,0,0,,0.0,0.0,,,unknown,,
new_11,NEW,Procedure,,Bagaimana prosedur: pemrosesan persetujuan izin oleh administrator kek dan badan pengusahaan kpbpb?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.66,8.3594970703125,0,0,0,,0.0,0.0,,,unknown,,
new_111,NEW,Procedure,,Apa langkah-langkah memproses permohonan izin di OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.158864974975586,0,0,0,,,,,,unknown,,
new_52,NEW,Licensing,,Apa arti status SKPBKI telah disetujui pada sistem OSS?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.68,7.268214464187622,0,0,0,,0.0,0.0,,,unknown,,
old_170,OLD,Procedure,,Bagaimana cara mengurus izin untuk usaha katering rumahan?,"**Layanan DPMPTSP Jawa Tengah**  Maaf, layanan AI sedang mengalami gangguan...",,0.5,10.44996452331543,0,0,0,,,,,,unknown,,
